StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade
39205,Student39205,Male,93,30,71,0,High,75
39206,Student39206,Male,70,29,95,3,High,77
39207,Student39207,Female,90,35,88,2,High,79
39208,Student39208,Male,73,22,69,4,High,70
39209,Student39209,Female,78,15,84,4,Medium,73
39210,Student39210,Male,76,28,94,1,High,74
39211,Student39211,Male,86,16,87,0,Medium,73
39212,Student39212,Female,72,18,74,3,High,68
39213,Student39213,Male,89,29,89,4,Low,79
39214,Student39214,Female,76,30,83,5,High,83
39215,Student39215,Female,99,29,83,2,High,82
39216,Student39216,Male,91,26,64,1,High,75
39217,Student39217,Female,71,9,70,3,High,61
39218,Student39218,Male,100,18,67,0,Medium,68
39219,Student39219,Female,90,15,70,1,Medium,70
39220,Student39220,Male,70,26,82,0,Medium,62
39221,Student39221,Male,70,21,82,0,High,63
39222,Student39222,Male,97,33,76,5,Low,78
39223,Student39223,Female,94,29,91,5,High,93
39224,Student39224,Female,90,28,64,4,Medium,78
39225,Student39225,Female,82,20,93,2,Low,71
39226,Student39226,Male,100,12,69,4,Low,73
39227,Student39227,Male,70,22,94,1,Medium,70
39228,Student39228,Female,94,20,93,5,High,83
39229,Student39229,Female,86,22,82,4,High,76
39230,Student39230,Male,80,14,77,3,Medium,70
39231,Student39231,Female,74,13,94,3,High,77
39232,Student39232,Male,97,29,67,4,High,78
39233,Student39233,Male,73,28,75,1,High,66
39234,Student39234,Male,78,33,71,4,High,77
39235,Student39235,Male,80,10,95,2,Medium,73
39236,Student39236,Female,91,25,79,4,Medium,74
39237,Student39237,Male,83,31,70,3,Low,73
39238,Student39238,Male,97,5,78,0,Low,64
39239,Student39239,Male,78,26,82,4,Medium,74
39240,Student39240,Female,77,22,72,3,High,67
39241,Student39241,Female,92,21,87,5,High,83
39242,Student39242,Male,94,14,89,5,Low,77
39243,Student39243,Male,77,17,64,4,High,66
39244,Student39244,Male,95,16,84,4,Medium,80
39245,Student39245,Female,91,31,88,4,Medium,87
39246,Student39246,Female,95,12,81,5,Medium,82
39247,Student39247,Female,79,12,63,0,High,61
39248,Student39248,Female,71,17,65,5,High,64
39249,Student39249,Female,96,13,90,3,High,84
39250,Student39250,Female,95,20,95,0,High,84
39251,Student39251,Female,89,6,79,5,High,74
39252,Student39252,Female,90,15,92,5,High,84
39253,Student39253,Female,96,10,94,5,Low,83
39254,Student39254,Male,90,28,66,1,High,76
39255,Student39255,Female,100,27,83,4,Low,82
39256,Student39256,Female,92,13,65,2,Medium,64
39257,Student39257,Female,99,19,92,2,High,81
39258,Student39258,Female,86,30,70,2,High,72
39259,Student39259,Female,98,31,92,3,Medium,89
39260,Student39260,Female,88,11,94,5,High,79
39261,Student39261,Female,87,31,90,1,Medium,74
39262,Student39262,Female,89,16,86,4,Medium,76
39263,Student39263,Male,71,15,65,1,Low,54
39264,Student39264,Male,92,32,86,1,High,81
39265,Student39265,Female,74,22,79,4,High,70
39266,Student39266,Female,85,6,78,2,Medium,64
39267,Student39267,Female,76,15,93,5,High,76
39268,Student39268,Female,85,26,68,0,High,64
39269,Student39269,Female,89,13,88,2,Medium,75
39270,Student39270,Male,95,31,73,2,Medium,72
39271,Student39271,Female,74,27,66,4,High,67
39272,Student39272,Female,72,5,80,1,Medium,62
39273,Student39273,Male,98,26,65,1,Medium,72
39274,Student39274,Female,94,13,80,1,Medium,69
39275,Student39275,Male,77,9,79,3,Medium,66
39276,Student39276,Female,72,20,76,5,Medium,66
39277,Student39277,Female,72,12,61,3,Medium,60
39278,Student39278,Male,83,26,79,4,High,82
39279,Student39279,Female,80,25,74,0,High,68
39280,Student39280,Female,72,26,81,0,Low,61
39281,Student39281,Female,85,20,62,0,High,66
39282,Student39282,Male,73,18,91,5,Medium,71
39283,Student39283,Male,77,19,61,3,Low,56
39284,Student39284,Male,84,16,78,5,Low,70
39285,Student39285,Female,96,17,81,1,Low,72
39286,Student39286,Female,99,23,72,0,High,79
39287,Student39287,Male,92,28,64,4,Medium,78
39288,Student39288,Male,82,30,76,3,High,78
39289,Student39289,Female,95,32,81,3,High,82
39290,Student39290,Male,77,34,63,0,High,69
39291,Student39291,Male,89,13,73,2,Low,70
39292,Student39292,Female,71,7,83,1,High,69
39293,Student39293,Female,82,12,82,4,High,75
39294,Student39294,Male,72,17,78,4,High,69
39295,Student39295,Female,96,31,66,4,Medium,74
39296,Student39296,Female,73,9,72,1,High,63
39297,Student39297,Female,75,7,68,4,Low,63
39298,Student39298,Female,80,20,79,4,High,78
39299,Student39299,Male,85,11,67,3,High,70
39300,Student39300,Female,71,24,64,2,Medium,57
39301,Student39301,Female,87,27,92,5,High,83
39302,Student39302,Male,83,20,65,3,Medium,71
39303,Student39303,Female,100,31,61,1,High,71
39304,Student39304,Female,98,30,67,3,Medium,76
39305,Student39305,Male,90,17,78,1,Low,70
39306,Student39306,Female,85,21,90,3,High,80
39307,Student39307,Female,82,34,72,4,Low,75
39308,Student39308,Female,93,25,66,0,High,73
39309,Student39309,Male,75,5,93,1,Medium,66
39310,Student39310,Male,97,11,61,5,Medium,69
39311,Student39311,Male,78,22,83,5,Low,69
39312,Student39312,Male,95,13,62,3,High,75
39313,Student39313,Female,99,33,63,2,Low,75
39314,Student39314,Female,92,9,95,2,High,81
39315,Student39315,Female,86,31,90,2,High,81
39316,Student39316,Female,93,17,76,5,Low,74
39317,Student39317,Female,80,10,84,1,Medium,63
39318,Student39318,Female,90,10,65,5,High,73
39319,Student39319,Male,81,19,71,5,High,78
39320,Student39320,Female,87,22,82,3,High,75
39321,Student39321,Female,74,17,61,3,High,61
39322,Student39322,Female,77,30,63,1,High,65
39323,Student39323,Female,75,26,74,5,High,72
39324,Student39324,Male,91,32,75,1,High,79
39325,Student39325,Male,99,24,90,3,Medium,79
39326,Student39326,Male,97,9,89,4,High,79
39327,Student39327,Male,77,29,90,5,Low,75
39328,Student39328,Male,86,6,76,1,Medium,68
39329,Student39329,Female,77,9,60,2,Medium,61
39330,Student39330,Female,99,34,69,5,Medium,80
39331,Student39331,Male,87,24,71,5,High,76
39332,Student39332,Male,76,30,95,3,Medium,74
39333,Student39333,Female,84,28,68,5,Low,73
39334,Student39334,Female,71,27,74,2,High,66
39335,Student39335,Female,86,19,82,0,Medium,69
39336,Student39336,Female,96,17,77,0,High,74
39337,Student39337,Female,71,22,65,4,High,63
39338,Student39338,Female,100,21,68,1,Medium,77
39339,Student39339,Male,77,12,94,3,High,79
39340,Student39340,Female,92,20,60,5,Low,67
39341,Student39341,Female,82,14,71,3,High,67
39342,Student39342,Male,79,33,67,3,High,70
39343,Student39343,Male,97,7,84,2,Medium,74
39344,Student39344,Female,77,11,92,2,High,77
39345,Student39345,Female,74,22,71,5,High,73
39346,Student39346,Female,80,22,80,2,Medium,73
39347,Student39347,Male,97,21,86,1,Medium,80
39348,Student39348,Female,84,8,82,1,Medium,63
39349,Student39349,Male,96,8,69,2,High,76
39350,Student39350,Female,90,16,88,2,Low,71
39351,Student39351,Male,90,31,83,5,Low,81
39352,Student39352,Female,70,26,86,3,Medium,73
39353,Student39353,Female,77,8,66,4,High,63
39354,Student39354,Male,75,18,85,3,Low,69
39355,Student39355,Male,88,24,72,5,High,83
39356,Student39356,Male,87,29,92,4,Medium,85
39357,Student39357,Male,70,25,85,1,High,73
39358,Student39358,Female,94,9,80,4,High,78
39359,Student39359,Female,78,8,64,4,Medium,68
39360,Student39360,Female,85,23,68,2,Low,63
39361,Student39361,Male,99,23,80,1,Medium,80
39362,Student39362,Female,86,5,62,5,Medium,66
39363,Student39363,Female,81,8,82,1,High,67
39364,Student39364,Male,100,19,74,4,High,81
39365,Student39365,Female,88,14,77,4,High,80
39366,Student39366,Female,91,22,63,1,Low,61
39367,Student39367,Female,78,17,82,4,High,74
39368,Student39368,Female,70,16,71,2,Low,61
39369,Student39369,Male,80,23,74,1,Medium,70
39370,Student39370,Male,81,22,73,2,Low,66
39371,Student39371,Male,79,30,61,2,Medium,65
39372,Student39372,Female,74,10,92,1,Low,64
39373,Student39373,Female,94,32,61,4,Low,73
39374,Student39374,Female,99,34,73,5,Low,77
39375,Student39375,Male,74,35,67,4,High,71
39376,Student39376,Female,93,6,61,4,High,72
39377,Student39377,Female,80,12,62,4,Medium,63
39378,Student39378,Female,95,11,92,1,Medium,74
39379,Student39379,Female,79,13,91,4,High,74
39380,Student39380,Male,76,25,71,0,High,62
39381,Student39381,Female,72,23,86,4,Medium,73
39382,Student39382,Female,75,15,71,0,Low,56
39383,Student39383,Male,78,32,74,3,High,75
39384,Student39384,Male,94,27,86,4,Medium,84
39385,Student39385,Female,89,24,72,0,Medium,72
39386,Student39386,Male,96,5,60,4,High,68
39387,Student39387,Female,73,14,94,0,High,69
39388,Student39388,Male,98,22,76,4,Medium,80
39389,Student39389,Male,92,7,94,3,High,78
39390,Student39390,Female,97,17,85,1,High,74
39391,Student39391,Male,78,20,82,1,Medium,66
39392,Student39392,Female,70,5,70,0,High,62
39393,Student39393,Female,91,7,66,3,Low,67
39394,Student39394,Male,83,11,94,4,High,82
39395,Student39395,Female,76,14,75,2,High,63
39396,Student39396,Female,88,35,65,3,High,73
39397,Student39397,Female,77,25,80,2,High,72
39398,Student39398,Male,71,19,67,3,High,65
39399,Student39399,Female,97,29,79,1,High,79
39400,Student39400,Male,90,35,60,1,High,74
39401,Student39401,Male,72,12,65,2,Medium,58
39402,Student39402,Female,84,31,64,5,High,74
39403,Student39403,Female,96,15,93,5,Low,78
39404,Student39404,Female,90,5,82,3,High,71
39405,Student39405,Female,80,33,87,2,High,81
39406,Student39406,Female,88,13,78,2,High,70
39407,Student39407,Female,90,21,80,2,Low,69
39408,Student39408,Female,100,5,92,0,High,78
39409,Student39409,Female,72,9,92,2,Medium,64
39410,Student39410,Male,71,6,74,3,High,69
39411,Student39411,Female,78,16,87,5,Medium,79
39412,Student39412,Female,87,28,91,1,Medium,73
39413,Student39413,Male,83,7,84,0,Low,64
39414,Student39414,Male,92,20,78,3,Medium,77
39415,Student39415,Male,70,22,84,4,High,76
39416,Student39416,Male,78,28,64,3,Low,60
39417,Student39417,Female,100,34,84,1,High,86
39418,Student39418,Female,88,11,89,0,High,76
39419,Student39419,Male,83,24,68,1,Low,67
39420,Student39420,Male,83,32,94,5,Low,80
39421,Student39421,Male,80,32,83,3,Low,76
39422,Student39422,Male,84,34,64,2,High,74
39423,Student39423,Female,80,9,92,2,Medium,67
39424,Student39424,Female,83,29,68,2,High,75
39425,Student39425,Male,70,28,85,2,Medium,66
39426,Student39426,Female,71,8,87,0,Low,61
39427,Student39427,Male,99,35,72,0,High,74
39428,Student39428,Male,79,27,67,1,High,67
39429,Student39429,Female,83,24,84,4,Medium,78
39430,Student39430,Male,85,15,91,5,High,79
39431,Student39431,Female,86,19,71,5,High,72
39432,Student39432,Female,98,5,70,2,Low,67
39433,Student39433,Male,85,8,76,1,Low,61
39434,Student39434,Female,74,6,62,4,High,64
39435,Student39435,Female,87,33,75,1,High,72
39436,Student39436,Male,80,26,74,0,High,65
39437,Student39437,Female,88,34,60,0,High,67
39438,Student39438,Male,96,15,84,0,High,71
39439,Student39439,Female,75,5,80,5,Medium,73
39440,Student39440,Male,79,6,82,1,Medium,63
39441,Student39441,Male,93,22,76,0,High,76
39442,Student39442,Female,84,11,78,3,Low,63
39443,Student39443,Male,98,9,76,5,High,77
39444,Student39444,Male,70,35,76,4,Medium,70
39445,Student39445,Female,98,19,85,5,Medium,86
39446,Student39446,Male,74,24,83,1,Medium,68
39447,Student39447,Male,74,11,74,1,Low,54
39448,Student39448,Male,79,11,85,1,Medium,71
39449,Student39449,Male,77,17,80,4,Low,68
39450,Student39450,Male,83,27,79,4,High,79
39451,Student39451,Female,92,16,75,4,High,79
39452,Student39452,Female,89,30,93,4,High,90
39453,Student39453,Female,90,5,83,2,High,69
39454,Student39454,Male,85,20,69,3,Medium,69
39455,Student39455,Male,85,30,87,4,Low,77
39456,Student39456,Female,91,20,77,4,High,78
39457,Student39457,Female,94,21,68,3,Low,69
39458,Student39458,Female,73,35,67,1,Low,62
39459,Student39459,Male,72,31,92,1,Low,69
39460,Student39460,Female,72,25,88,1,Low,68
39461,Student39461,Female,71,33,79,5,Medium,76
39462,Student39462,Male,90,27,84,5,Low,80
39463,Student39463,Male,78,31,66,5,Medium,73
39464,Student39464,Male,91,21,94,2,Medium,77
39465,Student39465,Male,75,12,89,3,High,71
39466,Student39466,Female,98,5,93,2,Medium,78
39467,Student39467,Male,91,11,93,5,Low,81
39468,Student39468,Male,85,31,76,2,Low,66
39469,Student39469,Male,80,16,72,3,High,71
39470,Student39470,Female,85,22,71,0,Low,58
39471,Student39471,Female,79,32,73,0,Low,67
39472,Student39472,Male,100,9,71,0,Medium,65
39473,Student39473,Female,80,8,68,1,High,59
39474,Student39474,Female,97,22,62,2,High,72
39475,Student39475,Male,72,25,66,3,Low,58
39476,Student39476,Male,89,15,83,2,High,72
39477,Student39477,Female,79,11,76,1,Low,58
39478,Student39478,Female,92,31,68,2,Low,73
39479,Student39479,Male,86,6,73,0,Low,60
39480,Student39480,Female,88,34,74,2,Medium,74
39481,Student39481,Female,81,22,64,4,Low,68
39482,Student39482,Female,96,34,94,4,High,89
39483,Student39483,Female,98,13,95,2,High,80
39484,Student39484,Male,88,20,82,1,High,72
39485,Student39485,Male,87,6,70,2,High,67
39486,Student39486,Female,85,30,82,0,High,75
39487,Student39487,Male,98,29,92,2,High,84
39488,Student39488,Female,70,8,76,3,Low,59
39489,Student39489,Male,79,13,95,0,High,75
39490,Student39490,Male,87,32,69,3,High,73
39491,Student39491,Male,84,21,71,4,High,78
39492,Student39492,Female,94,28,88,0,High,81
39493,Student39493,Female,97,34,80,5,Medium,81
39494,Student39494,Male,84,12,82,3,High,73
39495,Student39495,Male,100,33,77,0,High,81
39496,Student39496,Female,83,21,77,4,High,72
39497,Student39497,Female,77,35,94,0,High,79
39498,Student39498,Female,71,8,94,2,High,67
39499,Student39499,Female,91,18,94,3,Medium,81
39500,Student39500,Female,84,11,92,4,Low,74
39501,Student39501,Female,71,29,72,1,High,65
39502,Student39502,Male,86,9,88,1,High,76
39503,Student39503,Female,71,18,71,4,High,68
39504,Student39504,Female,80,33,68,4,High,70
39505,Student39505,Female,81,31,73,2,High,72
39506,Student39506,Male,86,10,92,5,Medium,76
39507,Student39507,Male,74,27,74,5,High,75
39508,Student39508,Female,72,5,63,0,High,59
39509,Student39509,Female,75,10,84,2,High,68
39510,Student39510,Female,85,25,67,5,Medium,71
39511,Student39511,Female,74,26,89,1,Medium,74
39512,Student39512,Male,73,29,86,0,High,74
39513,Student39513,Male,96,31,76,5,High,86
39514,Student39514,Male,73,30,91,2,High,73
39515,Student39515,Female,82,28,61,0,High,61
39516,Student39516,Female,70,18,74,3,Low,57
39517,Student39517,Male,75,13,75,4,High,68
39518,Student39518,Male,99,23,90,4,Low,81
39519,Student39519,Male,83,30,80,0,High,76
39520,Student39520,Male,94,30,61,3,Low,69
39521,Student39521,Male,93,16,79,4,High,79
39522,Student39522,Male,72,33,73,1,Low,60
39523,Student39523,Female,82,31,61,5,High,72
39524,Student39524,Female,84,18,87,5,High,77
39525,Student39525,Female,79,16,61,0,Low,58
39526,Student39526,Female,72,6,61,4,Low,52
39527,Student39527,Female,97,8,65,2,Low,65
39528,Student39528,Female,73,15,84,0,Low,63
39529,Student39529,Male,73,29,65,5,High,67
39530,Student39530,Female,99,11,73,2,High,71
39531,Student39531,Male,94,33,95,2,Medium,84
39532,Student39532,Male,79,31,94,0,Medium,72
39533,Student39533,Male,93,26,74,2,High,79
39534,Student39534,Female,82,5,64,4,High,66
39535,Student39535,Male,77,9,62,5,High,67
39536,Student39536,Female,87,9,74,2,Low,64
39537,Student39537,Female,70,13,88,2,High,73
39538,Student39538,Female,93,6,80,2,Medium,67
39539,Student39539,Male,76,10,61,5,High,68
39540,Student39540,Male,92,22,65,5,Low,72
39541,Student39541,Male,76,29,83,3,Medium,72
39542,Student39542,Male,84,26,75,2,Medium,72
39543,Student39543,Male,86,9,76,3,Medium,65
39544,Student39544,Male,95,14,75,3,High,73
39545,Student39545,Male,81,21,62,0,High,61
39546,Student39546,Female,94,25,91,5,High,89
39547,Student39547,Female,93,8,60,5,Medium,71
39548,Student39548,Male,76,31,69,5,High,72
39549,Student39549,Female,85,20,89,4,Medium,75
39550,Student39550,Male,70,19,90,4,High,73
39551,Student39551,Female,88,32,73,5,Medium,76
39552,Student39552,Male,96,28,72,4,High,81
39553,Student39553,Female,82,8,85,0,High,66
39554,Student39554,Male,83,15,82,1,High,74
39555,Student39555,Female,75,19,74,4,Low,69
39556,Student39556,Male,74,28,86,4,Medium,70
39557,Student39557,Male,92,24,93,4,High,87
39558,Student39558,Female,99,8,83,0,High,72
39559,Student39559,Male,76,28,92,3,High,74
39560,Student39560,Male,100,9,94,2,Low,74
39561,Student39561,Female,98,19,92,5,High,92
39562,Student39562,Male,95,27,80,4,Low,81
39563,Student39563,Male,87,12,72,1,High,64
39564,Student39564,Male,77,22,75,4,High,70
39565,Student39565,Female,78,9,92,1,Medium,65
39566,Student39566,Male,74,28,88,0,High,74
39567,Student39567,Male,79,14,72,0,High,67
39568,Student39568,Male,79,24,81,4,Medium,74
39569,Student39569,Female,100,20,89,3,Low,83
39570,Student39570,Female,88,10,86,3,High,79
39571,Student39571,Male,91,30,94,3,High,90
39572,Student39572,Female,90,23,81,2,High,73
39573,Student39573,Male,78,29,89,3,Medium,71
39574,Student39574,Female,92,27,79,0,High,78
39575,Student39575,Female,85,17,79,3,Medium,74
39576,Student39576,Male,86,27,78,5,Medium,78
39577,Student39577,Female,73,24,92,1,High,71
39578,Student39578,Female,94,11,63,5,Medium,76
39579,Student39579,Female,91,22,95,0,Medium,75
39580,Student39580,Female,82,13,77,3,High,73
39581,Student39581,Female,95,25,64,3,Medium,72
39582,Student39582,Male,88,24,73,1,High,75
39583,Student39583,Female,89,5,80,2,Low,70
39584,Student39584,Male,91,17,69,2,Medium,71
39585,Student39585,Female,98,12,79,3,High,82
39586,Student39586,Male,85,19,83,1,Medium,73
39587,Student39587,Female,92,11,73,2,Medium,66
39588,Student39588,Female,94,25,65,2,Low,69
39589,Student39589,Female,76,10,62,5,Medium,68
39590,Student39590,Female,80,28,86,4,High,81
39591,Student39591,Female,98,12,88,4,Low,79
39592,Student39592,Female,99,20,67,2,High,78
39593,Student39593,Female,86,31,75,5,High,76
39594,Student39594,Female,95,6,87,3,Medium,72
39595,Student39595,Male,82,13,95,5,High,81
39596,Student39596,Female,76,19,91,2,Medium,68
39597,Student39597,Female,100,24,66,4,High,82
39598,Student39598,Male,85,25,88,2,Medium,80
39599,Student39599,Female,78,30,81,5,High,83
39600,Student39600,Male,73,6,85,1,High,66
39601,Student39601,Male,95,6,90,1,Low,75
39602,Student39602,Female,77,19,77,4,Low,65
39603,Student39603,Male,76,31,91,0,High,73
39604,Student39604,Female,77,5,64,2,High,66
39605,Student39605,Male,86,22,65,5,Low,66
39606,Student39606,Male,71,35,72,2,Low,63
39607,Student39607,Female,70,11,74,3,High,62
39608,Student39608,Female,90,34,82,5,High,90
39609,Student39609,Female,99,13,78,4,Medium,80
39610,Student39610,Male,80,25,94,2,High,78
39611,Student39611,Male,72,17,82,0,Medium,59
39612,Student39612,Female,71,12,73,1,Low,57
39613,Student39613,Male,91,35,66,2,Medium,77
39614,Student39614,Male,95,31,61,2,Low,68
39615,Student39615,Male,88,23,61,4,High,75
39616,Student39616,Male,88,21,60,5,Low,69
39617,Student39617,Female,70,21,61,2,Low,60
39618,Student39618,Female,82,34,93,0,Low,72
39619,Student39619,Male,76,11,89,4,Medium,75
39620,Student39620,Female,90,30,81,3,High,84
39621,Student39621,Female,78,17,91,2,High,74
39622,Student39622,Male,99,27,77,2,High,82
39623,Student39623,Male,96,26,63,5,Low,72
39624,Student39624,Female,79,17,66,1,High,65
39625,Student39625,Male,71,24,62,2,High,67
39626,Student39626,Male,78,10,85,5,Low,66
39627,Student39627,Male,87,35,63,0,High,71
39628,Student39628,Female,84,15,93,2,High,77
39629,Student39629,Female,70,18,82,0,Medium,66
39630,Student39630,Male,74,34,82,2,High,76
39631,Student39631,Female,94,5,72,5,High,80
39632,Student39632,Male,99,35,87,3,High,91
39633,Student39633,Male,88,29,95,1,Low,75
39634,Student39634,Male,96,31,62,1,High,71
39635,Student39635,Male,70,35,68,2,Low,66
39636,Student39636,Male,85,5,88,3,Medium,68
39637,Student39637,Male,89,11,71,1,Medium,71
39638,Student39638,Male,80,22,62,1,High,65
39639,Student39639,Female,93,22,72,3,Low,67
39640,Student39640,Female,89,28,64,1,High,69
39641,Student39641,Female,70,21,90,0,High,68
39642,Student39642,Female,86,8,70,4,High,68
39643,Student39643,Male,93,31,88,0,High,80
39644,Student39644,Male,85,31,78,0,Low,64
39645,Student39645,Female,99,26,74,3,Low,72
39646,Student39646,Male,81,21,70,0,Medium,67
39647,Student39647,Female,82,5,95,3,High,76
39648,Student39648,Female,98,29,86,2,High,88
39649,Student39649,Male,89,9,73,2,High,68
39650,Student39650,Male,86,7,69,2,High,70
39651,Student39651,Male,95,8,74,5,High,81
39652,Student39652,Female,84,23,78,2,High,73
39653,Student39653,Female,76,6,67,1,Medium,60
39654,Student39654,Female,91,22,67,0,High,69
39655,Student39655,Female,98,7,72,3,High,76
39656,Student39656,Female,85,6,72,5,Low,66
39657,Student39657,Female,72,34,68,1,Low,63
39658,Student39658,Male,94,11,67,1,Low,67
39659,Student39659,Female,83,34,75,5,Low,75
39660,Student39660,Male,98,14,79,5,Medium,83
39661,Student39661,Female,79,19,76,5,High,77
39662,Student39662,Male,83,15,94,2,Low,73
39663,Student39663,Male,71,21,66,2,Medium,64
39664,Student39664,Male,86,22,86,0,High,74
39665,Student39665,Male,76,18,68,3,High,63
39666,Student39666,Male,77,26,71,0,Medium,64
39667,Student39667,Female,98,7,75,4,High,80
39668,Student39668,Female,81,17,71,0,High,69
39669,Student39669,Male,96,5,68,2,High,70
39670,Student39670,Female,91,23,67,5,Medium,74
39671,Student39671,Male,96,5,64,4,High,74
39672,Student39672,Female,89,31,87,4,Medium,85
39673,Student39673,Female,96,25,62,5,High,81
39674,Student39674,Female,72,23,63,4,Medium,65
39675,Student39675,Male,72,19,80,3,Medium,71
39676,Student39676,Female,87,13,89,4,High,80
39677,Student39677,Male,76,25,85,4,High,73
39678,Student39678,Female,77,22,71,4,High,76
39679,Student39679,Female,86,11,61,2,High,63
39680,Student39680,Female,79,24,85,4,Medium,75
39681,Student39681,Male,78,12,85,3,High,74
39682,Student39682,Female,73,19,73,4,High,73
39683,Student39683,Female,97,16,90,3,High,81
39684,Student39684,Male,78,17,91,3,High,72
39685,Student39685,Female,85,10,84,3,Low,72
39686,Student39686,Female,94,22,93,3,High,87
39687,Student39687,Male,96,19,64,4,High,81
39688,Student39688,Male,96,7,86,4,Medium,79
39689,Student39689,Male,98,24,91,3,High,88
39690,Student39690,Female,90,28,84,2,Medium,81
39691,Student39691,Male,76,21,67,5,High,70
39692,Student39692,Male,77,18,63,3,High,64
39693,Student39693,Female,90,29,92,4,High,82
39694,Student39694,Male,98,15,62,2,Low,62
39695,Student39695,Female,83,5,94,2,Medium,74
39696,Student39696,Female,92,22,75,5,High,78
39697,Student39697,Female,92,15,90,2,High,83
39698,Student39698,Female,70,34,84,4,High,74
39699,Student39699,Female,75,25,81,0,High,65
39700,Student39700,Male,85,34,94,5,High,86
39701,Student39701,Male,98,27,76,5,High,82
39702,Student39702,Female,87,7,90,5,High,76
39703,Student39703,Female,88,10,90,2,High,80
39704,Student39704,Female,78,25,78,2,High,75
39705,Student39705,Male,80,35,78,0,Medium,73
39706,Student39706,Female,88,17,75,1,Medium,68
39707,Student39707,Male,86,22,66,0,Medium,64
39708,Student39708,Female,84,24,71,2,High,68
39709,Student39709,Male,75,7,87,3,High,72
39710,Student39710,Male,79,35,78,0,Medium,68
39711,Student39711,Male,89,9,81,4,High,73
39712,Student39712,Male,88,8,64,2,Medium,61
39713,Student39713,Female,87,22,85,0,Medium,70
39714,Student39714,Female,80,32,95,4,High,86
39715,Student39715,Male,73,20,65,5,Low,67
39716,Student39716,Male,71,35,80,2,Medium,73
39717,Student39717,Male,73,8,63,1,Low,57
39718,Student39718,Female,73,30,75,2,Medium,71
39719,Student39719,Female,99,35,74,1,Low,70
39720,Student39720,Female,92,26,94,1,High,83
39721,Student39721,Male,96,27,62,2,Low,73
39722,Student39722,Male,90,16,78,5,High,80
39723,Student39723,Female,71,23,72,0,High,66
39724,Student39724,Female,70,5,89,1,Low,62
39725,Student39725,Female,100,11,90,2,High,80
39726,Student39726,Male,84,29,66,4,High,72
39727,Student39727,Male,73,20,63,0,High,56
39728,Student39728,Male,93,22,84,2,High,75
39729,Student39729,Male,91,10,65,4,Low,67
39730,Student39730,Female,82,24,71,1,Low,67
39731,Student39731,Female,95,31,75,4,High,79
39732,Student39732,Female,91,6,92,5,High,83
39733,Student39733,Male,79,17,76,1,High,70
39734,Student39734,Male,83,29,91,1,Medium,77
39735,Student39735,Female,79,7,63,0,High,59
39736,Student39736,Male,96,6,82,5,Medium,82
39737,Student39737,Male,92,5,94,4,High,81
39738,Student39738,Female,73,18,60,4,Medium,61
39739,Student39739,Male,79,27,83,4,Medium,73
39740,Student39740,Male,96,5,87,3,Medium,76
39741,Student39741,Male,82,9,62,1,Low,56
39742,Student39742,Female,77,32,88,2,Low,69
39743,Student39743,Male,95,35,63,1,High,71
39744,Student39744,Female,100,10,79,4,Medium,78
39745,Student39745,Male,72,19,83,1,Low,64
39746,Student39746,Female,91,9,61,0,Low,58
39747,Student39747,Female,89,31,72,5,Medium,75
39748,Student39748,Male,71,33,71,3,Medium,69
39749,Student39749,Male,74,10,67,5,High,64
39750,Student39750,Male,99,27,93,3,Medium,86
39751,Student39751,Female,78,22,93,5,Medium,82
39752,Student39752,Female,73,31,77,0,Medium,67
39753,Student39753,Male,93,35,73,2,Medium,74
39754,Student39754,Male,79,16,76,2,High,70
39755,Student39755,Male,97,34,67,0,Medium,77
39756,Student39756,Male,84,9,61,1,Medium,65
39757,Student39757,Female,87,16,83,5,High,82
39758,Student39758,Female,78,23,94,4,Medium,74
39759,Student39759,Male,86,35,85,1,High,76
39760,Student39760,Female,80,9,73,1,High,69
39761,Student39761,Female,96,32,66,1,Low,68
39762,Student39762,Male,100,25,71,2,High,80
39763,Student39763,Male,80,30,63,3,Low,66
39764,Student39764,Male,86,31,85,4,Medium,82
39765,Student39765,Female,81,22,84,3,Medium,76
39766,Student39766,Male,80,29,70,5,Low,67
39767,Student39767,Female,89,25,87,2,Medium,78
39768,Student39768,Male,88,29,69,0,Medium,70
39769,Student39769,Female,90,12,87,4,Medium,79
39770,Student39770,Female,78,26,76,2,High,71
39771,Student39771,Male,84,17,88,2,Medium,71
39772,Student39772,Female,82,6,87,4,Medium,73
39773,Student39773,Female,82,10,79,1,Medium,70
39774,Student39774,Male,70,14,92,0,High,65
39775,Student39775,Male,79,30,69,2,Medium,70
39776,Student39776,Male,86,21,80,2,Low,67
39777,Student39777,Female,94,7,75,3,High,72
39778,Student39778,Female,76,8,66,3,Medium,64
39779,Student39779,Male,93,19,71,1,Medium,73
39780,Student39780,Male,73,34,76,4,Low,71
39781,Student39781,Female,82,32,87,0,Medium,70
39782,Student39782,Female,79,20,89,4,High,79
39783,Student39783,Male,99,11,73,5,Low,74
39784,Student39784,Male,90,9,77,0,Low,60
39785,Student39785,Male,88,7,89,1,Medium,69
39786,Student39786,Female,94,15,66,0,High,64
39787,Student39787,Female,71,27,75,1,Low,63
39788,Student39788,Male,98,32,74,1,Low,72
39789,Student39789,Male,83,12,84,4,Low,68
